Student_ID,Gender,DegreeType,MajorSpecialization,EnglishScore,LogicalReasoningScore,QuantitativeAptitudeScore,EnglishCluster,LogicalReasoningCluster,QuantitativeAptitudeCluster,english_improvement_status,logicalreasoning_improvement_status,quantitativeaptitude_improvement_status
627921,m,B.Tech/B.E.,electronics and communication engineering,40.5,62.0,62.0,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
856638,m,B.Tech/B.E.,mechanical engineering,43.0,59.5,54.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
514622,m,B.Tech/B.E.,information technology,44.0,57.0,53.0,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
818479,m,B.Tech/B.E.,electronics and communication engineering,55.5,54.5,59.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
530225,m,B.Tech/B.E.,electronics and communication engineering,47.5,58.5,51.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
390024,m,B.Tech/B.E.,computer engineering,37.5,43.5,49.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1297757,m,M.Tech./M.E.,electronics and communication engineering,53.5,37.5,37.5,2,0,2,A little more focus,Needs Improvement,A little more focus
336591,f,B.Tech/B.E.,mechanical engineering,30.5,51.5,49.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1060355,m,B.Tech/B.E.,electronics and communication engineering,57.0,49.5,52.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1288236,m,B.Tech/B.E.,electronics and communication engineering,51.0,65.5,66.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
837194,m,B.Tech/B.E.,electronics and communication engineering,65.0,58.0,63.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
593198,m,B.Tech/B.E.,aeronautical engineering,51.0,55.5,53.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
817070,m,M.Tech./M.E.,computer science & engineering,59.0,55.5,59.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1072592,m,B.Tech/B.E.,information science engineering,63.0,68.0,56.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
872267,m,B.Tech/B.E.,electronics and electrical engineering,51.0,56.0,48.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1183033,f,B.Tech/B.E.,computer science & engineering,33.5,50.5,63.0,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
894646,m,B.Tech/B.E.,mechanical engineering,52.0,35.0,32.5,2,0,2,A little more focus,Needs Improvement,A little more focus
140069,f,B.Tech/B.E.,computer engineering,45.5,53.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
207052,m,B.Tech/B.E.,electronics and electrical engineering,56.5,67.5,72.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1087164,f,B.Tech/B.E.,electronics and electrical engineering,52.5,36.0,37.0,2,0,2,A little more focus,Needs Improvement,A little more focus
1077918,m,B.Tech/B.E.,electronics & telecommunications,42.0,61.5,46.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
633445,m,B.Tech/B.E.,mechanical engineering,76.5,60.5,66.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
227704,f,B.Tech/B.E.,electronics and communication engineering,62.5,54.5,60.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
224906,m,MCA,computer application,30.5,41.5,28.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
844474,m,B.Tech/B.E.,computer science & engineering,32.5,30.5,43.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
430002,m,B.Tech/B.E.,information technology,41.5,63.5,45.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
965223,m,B.Tech/B.E.,electronics and communication engineering,46.5,37.5,51.0,2,0,0,A little more focus,Needs Improvement,Needs Improvement
813473,f,B.Tech/B.E.,computer science & engineering,51.0,65.5,60.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
78936,m,B.Tech/B.E.,electronics and communication engineering,35.5,45.5,49.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
280505,f,B.Tech/B.E.,computer engineering,49.5,55.5,42.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
276354,f,B.Tech/B.E.,information technology,44.5,50.5,52.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
327206,m,B.Tech/B.E.,computer engineering,65.5,42.5,55.5,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
1192794,f,B.Tech/B.E.,information technology,31.5,48.0,29.5,0,2,2,Needs Improvement,A little more focus,A little more focus
624680,f,B.Tech/B.E.,electronics & instrumentation eng,53.5,41.0,37.0,2,0,2,A little more focus,Needs Improvement,A little more focus
538185,m,B.Tech/B.E.,electronics engineering,58.0,58.0,56.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
898205,m,B.Tech/B.E.,information technology,51.0,46.0,57.5,2,2,0,A little more focus,A little more focus,Needs Improvement
306449,m,B.Tech/B.E.,electronics & telecommunications,58.5,65.5,62.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
553697,m,B.Tech/B.E.,information technology,32.5,55.5,70.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
1202633,m,B.Tech/B.E.,electronics and electrical engineering,58.0,56.5,54.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
319644,f,B.Tech/B.E.,electronics and communication engineering,58.5,65.5,73.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
212917,m,B.Tech/B.E.,electronics and communication engineering,48.5,40.400000000000006,50.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
313765,m,B.Tech/B.E.,mechanical engineering,52.5,47.5,50.5,2,2,0,A little more focus,A little more focus,Needs Improvement
128849,m,B.Tech/B.E.,electrical engineering,44.5,60.5,52.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
425362,f,B.Tech/B.E.,information technology,40.400000000000006,46.400000000000006,42.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1248085,m,B.Tech/B.E.,information technology,45.5,37.0,48.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
1048691,m,B.Tech/B.E.,computer science & engineering,40.5,54.5,53.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
990077,m,B.Tech/B.E.,electronics and communication engineering,37.0,36.0,27.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
231229,m,B.Tech/B.E.,chemical engineering,54.5,52.5,71.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1191730,m,B.Tech/B.E.,electronics and electrical engineering,50.0,46.0,41.5,2,2,2,A little more focus,A little more focus,A little more focus
831967,m,B.Tech/B.E.,electrical engineering,51.0,52.5,72.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
651925,m,B.Tech/B.E.,electronics and communication engineering,73.0,52.0,59.0,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
1107633,m,B.Tech/B.E.,computer science & engineering,56.0,54.5,59.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
942616,m,B.Tech/B.E.,computer science & engineering,31.0,53.5,47.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
639274,f,B.Tech/B.E.,mechanical engineering,54.5,51.0,48.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1043845,f,B.Tech/B.E.,computer science & engineering,54.5,54.5,59.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
237243,m,B.Tech/B.E.,computer engineering,42.5,48.5,40.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1119582,m,B.Tech/B.E.,information technology,53.5,54.0,57.0,2,2,0,A little more focus,A little more focus,Needs Improvement
975579,m,B.Tech/B.E.,electronics and communication engineering,39.5,42.5,46.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1087364,f,B.Tech/B.E.,electronics and communication engineering,59.5,62.5,56.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
331155,f,B.Tech/B.E.,electronics and communication engineering,51.5,63.5,72.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
914037,m,MCA,computer application,52.0,59.5,51.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
863619,m,B.Tech/B.E.,information technology,45.0,49.5,51.5,2,2,0,A little more focus,A little more focus,Needs Improvement
340788,m,B.Tech/B.E.,computer engineering,55.5,48.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1037128,m,B.Tech/B.E.,computer science & engineering,72.0,51.0,65.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
1106216,m,B.Tech/B.E.,computer science & engineering,50.0,53.0,62.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
349796,m,B.Tech/B.E.,computer science & engineering,64.5,63.5,69.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
633241,m,B.Tech/B.E.,electronics and communication engineering,52.0,53.5,62.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1086480,m,B.Tech/B.E.,computer science & engineering,54.5,50.5,59.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
960228,m,B.Tech/B.E.,electronics and communication engineering,32.5,44.0,38.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
297128,m,B.Tech/B.E.,information technology,39.5,56.5,47.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
649762,f,B.Tech/B.E.,electronics and communication engineering,52.0,44.0,60.5,2,0,1,A little more focus,Needs Improvement,Does Not Need Improvement
36296,m,B.Tech/B.E.,information technology,45.400000000000006,51.5,62.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
273865,m,B.Tech/B.E.,electronics and communication engineering,32.5,49.5,56.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
895472,m,B.Tech/B.E.,electronics and communication engineering,51.0,61.0,66.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
514167,m,B.Tech/B.E.,computer engineering,55.5,49.5,81.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
806997,f,B.Tech/B.E.,computer science & engineering,50.0,55.5,60.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
283462,m,B.Tech/B.E.,computer engineering,52.5,60.5,60.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
257383,m,B.Tech/B.E.,electronics and communication engineering,43.5,33.5,34.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
906896,m,B.Tech/B.E.,electronics and communication engineering,58.0,64.5,63.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
644423,m,B.Tech/B.E.,electronics and communication engineering,32.5,41.5,47.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
216101,f,B.Tech/B.E.,computer engineering,45.5,38.5,35.5,2,0,2,A little more focus,Needs Improvement,A little more focus
1259848,f,B.Tech/B.E.,electronics and communication engineering,54.5,52.0,64.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
308164,m,B.Tech/B.E.,information technology,55.5,47.5,61.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
809634,m,B.Tech/B.E.,computer science & engineering,32.5,48.5,57.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1154787,f,B.Tech/B.E.,instrumentation and control engineering,53.5,48.5,59.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1259589,m,B.Tech/B.E.,mechanical engineering,73.5,55.5,53.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
578364,m,B.Tech/B.E.,information technology,45.0,56.0,47.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1060371,m,B.Tech/B.E.,electronics and communication engineering,42.0,35.0,29.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
683018,m,B.Tech/B.E.,information technology,42.5,62.0,66.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
385442,m,M.Tech./M.E.,information technology,59.5,61.5,79.4,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1261625,m,MCA,computer application,43.0,57.0,46.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
276909,m,B.Tech/B.E.,information technology,39.5,40.5,51.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
89357,m,B.Tech/B.E.,information technology,40.400000000000006,37.5,39.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
837643,m,B.Tech/B.E.,computer science & engineering,59.0,44.0,62.0,1,0,1,Does Not Need Improvement,Needs Improvement,Does Not Need Improvement
644973,m,B.Tech/B.E.,electronics and communication engineering,58.0,43.5,38.5,1,0,2,Does Not Need Improvement,Needs Improvement,A little more focus
435389,m,B.Tech/B.E.,computer engineering,35.5,39.5,25.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1193177,f,B.Tech/B.E.,computer science & engineering,58.0,50.5,44.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
311565,m,B.Tech/B.E.,computer engineering,46.5,55.5,43.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
982188,m,B.Tech/B.E.,computer science & engineering,64.0,47.0,39.0,1,2,2,Does Not Need Improvement,A little more focus,A little more focus
555735,f,B.Tech/B.E.,information technology,39.5,47.0,45.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
924418,m,B.Tech/B.E.,electronics and electrical engineering,52.0,46.5,72.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
415282,m,B.Tech/B.E.,computer science & engineering,44.5,47.5,48.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
515652,m,B.Tech/B.E.,mechanical engineering,37.0,30.5,37.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
929120,m,B.Tech/B.E.,computer engineering,53.5,51.0,68.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1101244,f,B.Tech/B.E.,electronics and electrical engineering,53.5,37.0,32.0,2,0,2,A little more focus,Needs Improvement,A little more focus
999212,m,B.Tech/B.E.,computer science & engineering,77.0,46.0,46.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
604409,m,B.Tech/B.E.,electronics and communication engineering,54.5,60.5,76.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
831674,f,B.Tech/B.E.,electronics and communication engineering,72.0,60.5,60.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
196447,f,MCA,computer application,49.5,55.5,54.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
629498,m,B.Tech/B.E.,information technology,36.0,44.0,34.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
306079,m,B.Tech/B.E.,mechanical engineering,32.5,36.5,38.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
324269,m,B.Tech/B.E.,electronics & telecommunications,49.5,56.5,57.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
813205,m,B.Tech/B.E.,computer science & engineering,39.5,58.5,44.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
313455,f,B.Tech/B.E.,electronics and communication engineering,45.5,59.5,55.400000000000006,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
833130,m,B.Tech/B.E.,computer science & engineering,45.0,38.5,48.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
60315,m,B.Tech/B.E.,electronics and instrumentation engineering,29.5,21.5,38.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
993363,m,B.Tech/B.E.,computer science & engineering,39.5,45.5,39.0,0,2,2,Needs Improvement,A little more focus,A little more focus
468092,m,B.Tech/B.E.,electronics and communication engineering,50.5,57.5,47.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
946893,m,B.Tech/B.E.,computer science & engineering,53.5,56.0,46.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
471444,m,B.Tech/B.E.,electronics and communication engineering,43.5,47.5,47.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
